churn,complaints_90d,outages_90d,tenure_months,contract_type,plan_type,autopay,monthly_charge
False,0,3,49,month-to-month,premium,yes,68.33
False,1,1,36,month-to-month,basic,yes,80.79
False,0,2,17,month-to-month,plus,yes,73.44
False,1,2,45,month-to-month,basic,yes,35.29
False,1,2,32,month-to-month,premium,yes,92.66
False,1,2,29,month-to-month,plus,yes,38.61
False,0,2,43,two-year,plus,yes,71.76
False,0,3,33,month-to-month,basic,yes,36.76
False,0,2,72,one-year,premium,yes,77.04
False,1,1,4,month-to-month,plus,yes,76.06
False,0,2,20,one-year,basic,no,31.55
False,0,1,56,month-to-month,premium,yes,45.76
False,0,1,17,month-to-month,plus,no,43.47
False,0,2,51,month-to-month,basic,yes,38.48
True,1,3,25,month-to-month,basic,no,79.42
False,0,0,5,one-year,plus,yes,45.66
False,0,0,11,month-to-month,premium,yes,35.44
False,1,0,63,one-year,plus,yes,83.41
False,0,1,5,two-year,premium,yes,82.92
False,0,1,5,one-year,plus,yes,99.49
False,1,1,28,month-to-month,plus,yes,39.58
False,0,0,16,month-to-month,basic,yes,55.26
False,2,0,17,two-year,premium,yes,61.17
False,1,2,6,two-year,plus,no,92.28
False,0,2,17,month-to-month,premium,no,77.46
False,1,1,50,month-to-month,plus,no,63.35
False,1,1,39,month-to-month,plus,yes,25.0
False,0,0,35,two-year,basic,no,77.35
False,0,0,15,one-year,plus,no,56.65
False,1,1,72,month-to-month,basic,yes,83.78
False,0,2,36,one-year,premium,yes,58.41
False,1,0,13,month-to-month,basic,yes,74.7
False,0,1,25,two-year,plus,yes,53.84
False,2,1,13,two-year,premium,yes,42.04
False,0,0,33,month-to-month,premium,yes,61.65
False,1,3,15,one-year,basic,yes,57.69
False,2,1,41,month-to-month,basic,no,50.81
False,0,1,72,month-to-month,premium,no,80.69
False,0,1,21,two-year,basic,yes,63.54
False,1,0,12,one-year,plus,yes,50.07
False,0,0,13,one-year,premium,yes,63.85
False,1,2,28,two-year,basic,no,99.13
False,1,0,8,month-to-month,premium,no,57.79
False,0,2,35,one-year,basic,no,87.34
False,2,1,71,month-to-month,basic,yes,42.35
True,0,1,17,month-to-month,plus,no,62.74
False,0,2,6,month-to-month,plus,no,48.71
False,1,4,52,one-year,plus,yes,77.56
False,0,0,9,month-to-month,basic,yes,70.58
False,0,0,61,one-year,plus,yes,60.14
False,1,0,17,one-year,plus,yes,58.28
False,1,1,20,month-to-month,basic,yes,36.74
True,1,5,26,one-year,basic,no,85.55
False,0,2,28,month-to-month,basic,no,51.88
False,2,1,29,month-to-month,plus,yes,41.23
False,0,1,9,month-to-month,basic,no,64.48
False,0,0,8,one-year,basic,yes,62.82
False,1,0,5,one-year,plus,yes,92.06
False,0,0,37,month-to-month,basic,no,36.47
False,1,2,15,one-year,basic,yes,57.8
False,0,2,56,month-to-month,plus,yes,54.71
False,1,2,66,one-year,basic,no,84.35
False,0,1,25,one-year,plus,yes,69.08
True,1,1,37,one-year,plus,yes,49.15
False,0,2,24,month-to-month,plus,yes,35.08
False,0,1,13,month-to-month,plus,yes,65.32
False,0,2,40,month-to-month,basic,yes,52.69
False,1,3,8,month-to-month,premium,yes,48.21
False,0,0,15,month-to-month,premium,yes,29.14
False,1,1,23,month-to-month,plus,yes,88.53
False,0,1,7,one-year,premium,yes,65.54
False,0,2,40,one-year,plus,yes,76.25
False,0,0,40,month-to-month,premium,no,40.01
False,0,2,5,month-to-month,basic,yes,61.33
False,0,0,11,one-year,basic,no,46.04
False,0,1,33,month-to-month,basic,yes,36.9
False,1,1,13,month-to-month,plus,yes,73.02
False,1,1,23,one-year,plus,no,66.7
False,0,3,35,one-year,basic,yes,66.8
False,1,1,45,one-year,plus,yes,83.21
False,0,0,26,month-to-month,plus,no,55.95
False,0,3,11,month-to-month,plus,yes,66.72
False,1,1,16,month-to-month,basic,no,82.69
False,0,2,31,month-to-month,basic,yes,54.39
False,1,2,47,two-year,plus,no,72.78
False,0,0,56,two-year,plus,yes,63.12
False,0,3,2,month-to-month,basic,no,57.2
False,1,3,29,month-to-month,premium,yes,59.46
False,2,0,44,month-to-month,basic,yes,86.83
False,0,0,24,one-year,premium,no,93.17
False,0,1,29,one-year,premium,yes,95.95
False,0,2,68,one-year,plus,yes,114.36
False,1,3,53,month-to-month,premium,no,84.31
False,1,1,69,one-year,basic,no,33.37
False,1,0,18,one-year,basic,yes,73.53
False,1,1,24,one-year,basic,no,64.08
False,1,2,72,month-to-month,premium,no,61.1
False,1,1,43,month-to-month,premium,no,83.92
False,3,4,27,one-year,plus,yes,78.95
False,2,1,8,month-to-month,plus,yes,27.63
False,0,2,47,month-to-month,basic,yes,61.7
False,0,1,9,two-year,plus,yes,66.76
False,1,1,43,month-to-month,plus,no,87.89
False,1,2,20,one-year,premium,yes,25.0
False,0,1,63,month-to-month,basic,yes,103.88
False,1,0,33,two-year,plus,yes,64.73
False,0,5,23,two-year,basic,yes,54.65
False,0,3,39,two-year,basic,yes,77.71
False,1,0,47,one-year,plus,yes,48.82
False,0,1,7,month-to-month,basic,yes,65.06
False,0,0,35,two-year,plus,no,44.39
False,0,1,15,month-to-month,plus,yes,73.81
False,0,0,21,month-to-month,plus,yes,55.91
False,1,1,64,one-year,plus,no,64.56
False,0,0,55,one-year,basic,yes,50.5
False,3,0,18,month-to-month,premium,no,82.89
False,1,0,5,month-to-month,basic,no,38.95
False,1,0,22,one-year,basic,yes,49.56
False,1,2,31,month-to-month,plus,no,82.89
False,1,2,27,month-to-month,plus,yes,57.24
False,0,2,13,two-year,basic,no,33.35
False,0,1,61,one-year,plus,yes,55.66
False,0,0,30,two-year,plus,yes,56.91
False,0,1,23,two-year,premium,yes,62.72
False,0,3,72,one-year,plus,yes,48.56
False,0,1,46,one-year,plus,yes,74.48
False,0,2,26,month-to-month,basic,yes,72.9
False,1,1,24,month-to-month,basic,yes,52.63
False,2,0,19,two-year,basic,yes,58.94
False,0,3,7,month-to-month,plus,no,73.25
False,0,1,32,month-to-month,plus,no,92.09
False,0,0,48,month-to-month,basic,no,47.53
False,0,4,17,one-year,plus,no,46.65
False,1,1,47,month-to-month,premium,yes,55.24
False,1,1,36,one-year,plus,yes,54.9
True,2,5,9,month-to-month,basic,yes,50.9
False,0,0,20,one-year,plus,yes,46.46
True,0,2,27,month-to-month,basic,no,82.45
False,0,0,32,one-year,plus,yes,53.63
False,0,1,5,two-year,basic,no,25.0
False,1,2,71,two-year,premium,no,72.92
False,0,5,10,month-to-month,basic,yes,76.98
False,0,2,15,one-year,basic,yes,59.13
False,0,2,8,month-to-month,premium,yes,96.12
False,1,0,14,month-to-month,premium,no,76.61
False,0,1,72,month-to-month,plus,yes,79.33
False,1,1,23,two-year,plus,no,46.54
False,0,0,11,one-year,plus,yes,79.72
False,1,2,15,month-to-month,basic,no,61.05
False,1,2,9,two-year,plus,yes,59.31
False,0,1,30,month-to-month,basic,no,66.81
False,1,2,43,two-year,basic,yes,68.0
False,0,1,17,month-to-month,plus,yes,61.74
False,1,2,17,month-to-month,basic,no,60.24
False,1,2,29,month-to-month,basic,no,25.0
False,3,2,16,month-to-month,plus,yes,90.21
False,3,0,31,month-to-month,plus,yes,69.03
False,2,1,21,month-to-month,premium,no,58.1
False,0,2,8,month-to-month,premium,no,59.09
False,1,2,34,month-to-month,basic,yes,59.39
False,0,1,16,two-year,basic,no,64.14
False,1,0,43,month-to-month,premium,no,71.71
False,0,0,39,two-year,plus,no,68.23
False,0,1,4,one-year,basic,yes,29.85
False,2,3,18,two-year,basic,yes,73.88
False,1,2,68,month-to-month,basic,no,84.41
False,1,1,36,two-year,basic,no,59.65
False,1,2,22,month-to-month,basic,no,34.32
False,0,1,68,month-to-month,plus,yes,30.75
False,0,1,58,one-year,plus,yes,45.77
False,0,1,27,one-year,premium,no,45.02
False,2,1,47,month-to-month,basic,yes,77.74
False,3,3,68,month-to-month,premium,no,65.11
False,0,2,44,one-year,plus,no,51.68
False,0,0,12,month-to-month,basic,yes,98.56
False,0,2,34,month-to-month,premium,yes,85.76
False,0,0,46,one-year,plus,no,85.44
False,2,1,30,month-to-month,premium,yes,70.85
False,0,0,15,month-to-month,basic,no,58.44
False,1,1,40,month-to-month,plus,no,48.97
False,0,3,32,month-to-month,plus,yes,27.57
False,0,3,7,two-year,premium,no,63.71
False,1,2,14,month-to-month,basic,yes,62.26
False,0,0,46,month-to-month,plus,yes,54.39
False,0,0,15,month-to-month,basic,yes,41.42
False,0,0,16,two-year,basic,yes,58.39
False,2,1,22,month-to-month,basic,no,61.18
False,1,1,25,one-year,basic,yes,48.73
False,1,3,15,one-year,basic,no,67.24
False,1,2,47,month-to-month,basic,no,51.12
False,2,0,14,month-to-month,basic,no,47.53
False,1,1,35,month-to-month,plus,yes,34.29
False,1,1,46,two-year,basic,no,52.44
False,0,2,5,month-to-month,basic,yes,98.04
False,0,3,40,two-year,basic,yes,70.79
False,0,1,70,one-year,basic,no,25.0
False,0,0,34,month-to-month,basic,yes,56.04
False,0,2,22,month-to-month,basic,no,53.5
False,0,2,7,month-to-month,plus,no,55.43
False,0,2,20,month-to-month,premium,yes,65.62
False,1,1,20,month-to-month,basic,yes,90.37
False,1,3,9,month-to-month,plus,no,35.63
False,0,4,43,one-year,basic,yes,45.49
False,0,1,17,month-to-month,basic,yes,66.81
False,0,0,11,two-year,plus,no,68.34
False,0,2,20,two-year,premium,yes,53.71
True,3,0,11,month-to-month,plus,no,87.74
False,0,5,36,two-year,basic,yes,65.17
False,0,2,68,one-year,plus,yes,66.28
False,1,0,20,one-year,plus,yes,103.21
False,0,1,14,month-to-month,basic,no,62.3
False,2,2,17,one-year,basic,yes,98.3
False,1,1,28,one-year,plus,no,72.76
False,0,0,41,two-year,premium,yes,82.42
False,0,2,12,month-to-month,basic,yes,84.59
False,1,1,25,month-to-month,premium,yes,92.21
False,0,1,17,month-to-month,basic,yes,71.94
False,0,1,50,month-to-month,premium,yes,54.16
False,0,1,47,one-year,basic,yes,88.89
False,1,1,14,month-to-month,plus,yes,65.59
False,0,3,17,two-year,plus,no,56.4
False,0,1,50,two-year,plus,no,62.12
False,1,1,20,month-to-month,premium,yes,40.27
False,2,2,41,two-year,basic,yes,73.24
False,0,2,29,month-to-month,premium,yes,43.25
False,1,0,22,two-year,premium,no,83.24
True,0,1,40,month-to-month,basic,yes,113.05
False,0,2,66,month-to-month,basic,yes,39.33
False,0,3,28,month-to-month,basic,yes,31.28
False,0,6,20,two-year,basic,no,59.33
False,0,1,23,month-to-month,plus,no,49.97
False,0,0,49,one-year,plus,yes,84.73
False,0,0,47,month-to-month,premium,no,47.89
False,0,0,37,two-year,basic,no,25.0
False,2,1,5,month-to-month,basic,yes,62.92
False,0,3,11,two-year,basic,yes,65.24
False,0,1,34,month-to-month,plus,yes,64.74
False,0,1,20,two-year,plus,no,79.92
False,1,3,72,month-to-month,plus,yes,44.54
False,0,0,72,month-to-month,premium,no,79.06
True,2,3,31,one-year,basic,yes,70.37
False,2,5,14,month-to-month,plus,yes,46.96
False,1,0,59,month-to-month,premium,yes,64.24
False,2,1,29,two-year,premium,yes,53.62
False,0,0,35,month-to-month,plus,yes,72.05
False,0,1,57,month-to-month,basic,yes,59.85
False,1,2,50,month-to-month,basic,no,77.6
False,0,1,22,month-to-month,basic,no,55.54
False,0,3,53,two-year,plus,yes,64.65
False,0,1,58,two-year,basic,yes,61.95
False,0,2,7,one-year,plus,yes,49.42
False,1,1,43,one-year,basic,yes,60.09
False,1,0,47,one-year,basic,no,48.77
False,0,3,48,month-to-month,premium,yes,66.81
False,1,1,42,month-to-month,basic,no,56.25
False,1,1,24,month-to-month,plus,yes,77.96
False,0,1,39,two-year,plus,no,51.82
False,0,0,20,month-to-month,plus,yes,65.26
False,1,1,21,month-to-month,plus,yes,44.4
False,1,1,35,month-to-month,premium,yes,65.72
False,1,0,24,one-year,basic,no,60.48
False,0,1,6,one-year,basic,no,41.45
False,0,0,12,one-year,premium,yes,42.85
False,0,1,11,month-to-month,premium,no,84.93
False,0,2,11,two-year,premium,yes,75.17
False,1,0,44,month-to-month,premium,yes,25.0
False,1,1,30,one-year,basic,no,68.22
False,0,2,50,month-to-month,basic,yes,69.41
False,1,1,30,month-to-month,plus,yes,87.81
False,1,0,52,one-year,plus,yes,69.12
False,0,0,35,two-year,plus,yes,90.75
False,0,0,41,month-to-month,basic,yes,87.67
False,0,2,13,month-to-month,plus,no,56.1
False,0,1,30,two-year,premium,yes,72.28
False,0,2,10,one-year,premium,yes,47.45
False,1,1,23,two-year,basic,yes,103.88
False,5,1,42,month-to-month,plus,yes,89.92
False,1,2,19,month-to-month,basic,yes,84.47
False,2,1,72,month-to-month,basic,no,44.22
False,1,1,42,one-year,basic,no,51.25
False,0,3,20,one-year,basic,yes,73.7
False,0,1,12,month-to-month,plus,yes,86.77
True,0,2,10,one-year,plus,yes,68.74
False,1,0,7,month-to-month,basic,no,62.72
False,0,2,27,one-year,basic,yes,78.48
False,2,2,26,month-to-month,plus,yes,53.33
False,1,2,39,month-to-month,plus,yes,58.02
False,3,1,16,month-to-month,basic,no,41.8
False,0,0,9,one-year,plus,yes,66.84
False,0,0,28,one-year,plus,yes,95.25
False,0,1,6,two-year,basic,yes,41.04
False,0,2,10,two-year,basic,no,74.68
False,0,3,54,month-to-month,basic,no,59.11
True,0,3,12,one-year,basic,yes,63.27
False,0,3,11,month-to-month,basic,no,74.3
False,1,0,36,month-to-month,premium,no,55.79
False,2,1,20,one-year,plus,yes,43.85
False,0,3,72,month-to-month,basic,yes,82.63
False,0,0,49,month-to-month,basic,yes,70.56
False,2,2,42,two-year,basic,yes,76.88
True,0,3,10,two-year,basic,yes,59.61
False,0,1,5,month-to-month,plus,yes,49.05
False,1,2,16,two-year,basic,yes,71.92
False,1,1,4,one-year,basic,no,45.18
False,2,1,14,month-to-month,plus,no,68.64
False,0,0,40,month-to-month,basic,no,58.21
False,0,0,24,two-year,plus,no,77.03
False,1,3,12,one-year,basic,no,94.94
False,0,2,42,two-year,plus,yes,70.66
False,0,0,9,month-to-month,basic,no,62.9
False,0,1,27,one-year,premium,no,46.7
False,1,2,24,month-to-month,plus,yes,55.48
False,1,2,6,month-to-month,basic,yes,43.87
False,1,2,7,month-to-month,basic,yes,75.28
False,1,1,23,month-to-month,basic,yes,87.9
False,0,1,12,one-year,basic,no,57.59
False,1,2,28,month-to-month,plus,yes,42.75
False,1,1,13,two-year,plus,no,42.76
False,1,4,25,one-year,basic,yes,57.51
False,0,1,54,two-year,basic,yes,53.84
False,0,0,16,month-to-month,basic,yes,79.38
False,0,0,19,two-year,premium,no,54.72
False,1,3,48,month-to-month,plus,no,45.35
False,1,1,45,month-to-month,basic,yes,82.74
False,0,3,36,one-year,plus,yes,89.45
False,0,0,6,two-year,plus,no,83.93
False,1,4,22,one-year,plus,yes,63.12
False,0,1,14,month-to-month,basic,yes,39.33
False,1,3,9,month-to-month,basic,yes,55.8
False,0,1,9,one-year,plus,yes,69.81
False,0,0,17,two-year,basic,no,66.22
False,0,2,18,month-to-month,plus,no,64.3
False,0,1,16,month-to-month,basic,no,43.68
False,0,0,72,one-year,plus,no,72.57
False,1,1,51,one-year,basic,no,55.57
False,1,0,27,one-year,basic,yes,70.24
False,3,1,72,month-to-month,basic,no,113.87
False,0,2,18,one-year,premium,yes,77.26
True,0,1,39,month-to-month,basic,no,92.07
False,0,1,12,one-year,plus,no,60.28
False,0,1,72,month-to-month,premium,yes,86.11
False,1,3,49,month-to-month,plus,no,64.41
False,2,1,28,month-to-month,premium,yes,61.76
False,0,4,33,month-to-month,basic,no,77.9
False,1,1,14,one-year,basic,yes,48.49
False,1,3,37,one-year,basic,yes,83.88
False,0,1,54,month-to-month,basic,no,72.43
False,1,2,38,month-to-month,basic,no,53.46
False,2,0,32,month-to-month,basic,no,65.5
False,1,5,35,month-to-month,basic,no,50.07
False,0,2,52,month-to-month,basic,yes,80.42
False,0,2,14,two-year,basic,yes,54.16
False,1,2,29,one-year,basic,yes,46.51
False,1,1,20,month-to-month,basic,yes,56.98
False,0,0,12,month-to-month,basic,yes,54.6
False,1,0,62,month-to-month,plus,yes,39.76
False,0,1,55,month-to-month,plus,no,43.63
False,0,0,64,month-to-month,premium,yes,58.54
False,1,1,64,month-to-month,basic,yes,62.67
False,1,0,22,month-to-month,plus,no,60.52
False,2,0,53,month-to-month,plus,no,64.85
False,2,3,42,month-to-month,plus,no,51.41
False,1,1,45,one-year,basic,yes,55.21
False,0,0,27,month-to-month,premium,yes,43.04
False,3,2,6,month-to-month,plus,yes,41.79
False,1,1,15,month-to-month,plus,no,49.02
False,0,1,35,month-to-month,plus,yes,43.81
False,1,0,12,one-year,premium,no,70.84
False,0,2,14,one-year,basic,yes,48.8
False,2,1,29,one-year,plus,yes,62.05
False,0,1,43,one-year,premium,yes,70.52
False,1,1,52,two-year,premium,no,53.8
False,0,3,21,month-to-month,basic,yes,53.79
False,2,2,10,month-to-month,plus,no,56.42
False,1,2,22,two-year,basic,yes,54.76
False,2,4,16,month-to-month,plus,no,36.48
False,0,2,9,one-year,basic,yes,70.6
False,1,2,20,two-year,premium,yes,54.59
False,0,3,72,month-to-month,basic,yes,36.92
True,0,2,15,two-year,basic,no,71.15
False,1,1,19,month-to-month,basic,no,32.19
False,1,0,49,month-to-month,plus,yes,66.16
False,1,3,15,month-to-month,plus,yes,83.85
False,1,2,72,two-year,basic,yes,73.2
False,0,1,22,two-year,basic,no,65.6
False,0,3,12,month-to-month,basic,yes,54.14
False,1,3,21,month-to-month,plus,no,67.43
False,0,3,3,month-to-month,plus,no,59.43
False,2,0,19,month-to-month,plus,yes,90.04
False,0,0,16,one-year,premium,yes,67.01
False,0,1,52,month-to-month,plus,yes,79.91
False,0,3,72,one-year,basic,yes,51.09
False,1,0,11,month-to-month,basic,yes,51.44
False,2,2,69,one-year,plus,yes,25.0
False,2,4,51,one-year,basic,yes,66.02
False,0,0,42,one-year,basic,yes,74.26
False,1,1,17,month-to-month,plus,no,54.87
False,2,1,30,one-year,basic,no,85.79
False,0,1,19,month-to-month,premium,no,67.09
False,2,2,28,two-year,plus,no,64.44
False,0,0,38,month-to-month,basic,yes,44.94
False,0,2,26,one-year,plus,yes,52.73
False,0,3,49,two-year,basic,yes,73.31
False,1,2,53,month-to-month,basic,yes,49.97
False,0,3,6,month-to-month,plus,yes,64.05
False,0,1,46,one-year,basic,yes,51.04
False,0,0,52,month-to-month,plus,yes,65.03
True,0,1,15,two-year,basic,yes,34.71
False,0,2,47,two-year,basic,yes,98.35
False,1,0,16,month-to-month,plus,yes,47.29
False,0,5,43,month-to-month,basic,no,25.0
False,0,2,28,month-to-month,premium,no,83.37
False,1,0,3,two-year,basic,yes,28.89
False,0,2,6,month-to-month,basic,no,34.3
False,1,1,54,one-year,premium,no,53.19
False,1,1,36,one-year,plus,yes,88.21
False,0,1,26,two-year,plus,yes,57.54
False,0,2,9,two-year,plus,yes,30.71
False,1,2,38,month-to-month,premium,yes,40.36
False,0,2,13,month-to-month,basic,yes,41.06
False,2,1,49,two-year,basic,yes,82.4
False,0,3,28,one-year,plus,yes,53.4
False,0,2,32,one-year,basic,no,73.91
False,1,4,34,month-to-month,basic,no,53.41
False,0,1,4,month-to-month,premium,no,56.26
True,0,1,44,month-to-month,premium,no,83.58
False,1,2,51,one-year,premium,no,74.14
False,1,2,12,month-to-month,plus,yes,74.52
True,2,2,11,month-to-month,basic,yes,68.24
False,0,2,10,month-to-month,plus,no,47.06
False,0,0,37,two-year,basic,no,49.23
False,0,1,36,one-year,basic,yes,54.19
False,0,3,21,month-to-month,basic,yes,77.16
False,0,2,50,one-year,plus,no,56.19
False,2,1,72,month-to-month,plus,yes,73.87
False,0,4,22,one-year,premium,no,60.04
False,0,1,14,month-to-month,premium,no,61.41
False,0,2,59,month-to-month,plus,yes,39.35
False,0,2,26,month-to-month,basic,yes,68.09
False,0,0,35,two-year,basic,yes,76.22
False,0,1,72,one-year,premium,yes,42.4
False,1,1,1,month-to-month,premium,yes,65.71
False,0,2,38,month-to-month,basic,no,83.11
False,1,0,22,month-to-month,premium,yes,71.21
False,2,1,43,month-to-month,basic,no,60.34
False,1,4,54,month-to-month,plus,no,52.19
False,0,0,21,month-to-month,plus,yes,81.03
False,2,1,72,month-to-month,basic,no,59.22
False,0,2,47,one-year,basic,yes,72.78
False,0,0,21,two-year,premium,no,55.02
False,0,0,28,one-year,plus,yes,53.77
True,2,1,21,month-to-month,premium,no,90.35
True,0,3,9,month-to-month,plus,no,70.79
False,1,1,7,month-to-month,basic,no,49.41
False,0,0,29,one-year,premium,yes,45.68
False,0,1,31,month-to-month,premium,yes,64.82
False,0,3,34,one-year,premium,yes,79.27
False,0,3,38,one-year,basic,yes,64.27
False,0,0,7,one-year,premium,yes,64.57
False,0,0,10,month-to-month,plus,yes,37.02
False,2,1,11,month-to-month,basic,yes,54.34
False,1,1,3,month-to-month,premium,yes,70.22
True,1,2,28,month-to-month,plus,yes,75.42
False,0,1,60,month-to-month,plus,no,70.0
False,0,0,26,two-year,basic,no,64.24
False,1,0,8,month-to-month,plus,yes,90.63
False,1,1,11,two-year,basic,yes,93.6
False,1,0,2,month-to-month,plus,no,49.41
False,1,0,23,month-to-month,basic,yes,68.64
False,0,0,62,one-year,basic,yes,83.17
False,0,3,15,month-to-month,premium,yes,58.71
False,0,2,21,one-year,premium,no,49.54
False,1,1,70,one-year,plus,yes,86.64
False,1,1,15,month-to-month,plus,yes,70.52
False,0,0,12,month-to-month,basic,yes,52.84
False,0,0,27,two-year,basic,yes,50.37
False,0,1,47,one-year,premium,no,46.84
False,0,1,28,one-year,premium,yes,58.69
False,0,2,28,month-to-month,basic,yes,65.84
False,1,2,14,month-to-month,basic,yes,41.95
False,0,2,32,month-to-month,basic,no,41.97
False,0,0,51,month-to-month,basic,yes,25.0
False,2,2,15,month-to-month,plus,no,37.51
False,0,1,72,month-to-month,plus,no,76.29
False,0,1,33,one-year,plus,yes,63.28
False,1,1,13,month-to-month,basic,no,45.63
False,1,2,16,two-year,basic,no,66.08
False,2,2,33,one-year,basic,no,44.84
False,1,1,26,month-to-month,basic,yes,51.19
False,0,0,40,one-year,plus,yes,84.75
False,0,2,41,two-year,premium,yes,74.49
False,0,0,72,two-year,basic,no,78.86
False,1,1,46,month-to-month,basic,no,72.82
False,1,0,38,one-year,premium,yes,71.11
False,0,2,19,one-year,basic,yes,79.14
False,0,4,36,two-year,plus,no,65.75
False,0,1,23,month-to-month,premium,no,70.75
False,1,3,72,month-to-month,basic,yes,58.7
False,0,1,49,one-year,plus,no,69.49
False,0,0,14,month-to-month,plus,yes,78.65
False,3,2,34,month-to-month,basic,no,41.9
False,1,2,25,month-to-month,plus,yes,35.08
False,0,3,5,two-year,plus,yes,62.46
False,0,3,41,month-to-month,basic,no,52.58
False,1,1,30,one-year,basic,yes,82.11
False,0,0,15,month-to-month,plus,yes,66.65
False,1,1,23,one-year,basic,yes,56.65
False,0,1,23,month-to-month,basic,no,77.55
False,2,0,42,one-year,basic,no,83.48
False,0,3,8,month-to-month,premium,yes,68.77
False,0,0,72,month-to-month,plus,yes,44.78
False,0,0,72,month-to-month,basic,yes,66.47
False,1,1,12,one-year,basic,yes,61.12
False,0,2,9,month-to-month,basic,yes,47.85
False,1,0,21,month-to-month,plus,yes,51.52
False,1,2,21,month-to-month,basic,no,62.9
False,0,1,26,month-to-month,plus,no,69.26
False,1,2,35,one-year,premium,yes,53.88
False,0,2,33,month-to-month,premium,yes,72.72
False,0,2,61,two-year,basic,yes,90.17
False,1,3,17,month-to-month,plus,no,36.73
False,1,0,23,month-to-month,premium,yes,76.7
False,2,2,40,month-to-month,plus,yes,68.82
False,1,1,50,two-year,basic,no,31.78
False,0,1,3,month-to-month,plus,yes,44.64
False,2,2,38,month-to-month,plus,yes,59.28
False,0,2,32,two-year,basic,yes,57.2
False,2,1,22,month-to-month,plus,no,52.75
False,0,1,43,two-year,plus,no,66.72
False,2,2,37,month-to-month,premium,yes,56.3
False,2,0,27,month-to-month,basic,yes,44.76
False,0,2,8,two-year,basic,no,66.13
False,0,3,14,two-year,plus,yes,75.81
False,0,2,2,month-to-month,premium,no,69.96
False,0,0,25,month-to-month,plus,no,60.36
False,2,1,39,one-year,premium,no,75.25
False,0,0,65,month-to-month,basic,no,34.35
False,0,0,45,one-year,basic,yes,68.77
True,1,3,17,one-year,basic,yes,90.24
False,0,2,21,month-to-month,basic,no,61.99
False,0,2,7,month-to-month,basic,no,52.94
False,2,1,42,two-year,premium,yes,54.58
False,0,3,61,month-to-month,basic,yes,88.26
False,0,1,72,two-year,plus,no,65.39
False,0,0,65,month-to-month,basic,yes,51.42
False,2,1,28,month-to-month,premium,yes,63.4
False,0,0,6,one-year,premium,yes,59.65
False,0,2,31,month-to-month,basic,yes,53.99
False,1,2,8,month-to-month,plus,yes,62.16
False,0,0,61,month-to-month,plus,no,78.79
False,1,0,6,month-to-month,premium,yes,46.25
False,2,2,12,two-year,basic,no,61.03
False,1,2,33,one-year,basic,yes,73.27
False,1,1,17,month-to-month,basic,no,60.49
False,2,1,26,month-to-month,premium,yes,70.37
False,0,1,20,one-year,plus,yes,83.67
False,0,0,39,one-year,plus,no,40.44
False,3,1,34,month-to-month,plus,no,54.36
False,0,1,16,month-to-month,basic,yes,49.06
False,0,1,51,month-to-month,basic,yes,45.6
False,0,0,60,month-to-month,plus,no,82.86
False,1,1,50,one-year,premium,yes,92.22
False,0,1,7,month-to-month,basic,yes,45.76
False,2,1,36,month-to-month,premium,yes,64.31
False,0,2,10,two-year,basic,yes,62.32
False,0,0,11,month-to-month,plus,no,46.88
False,0,1,26,one-year,basic,yes,39.81
True,1,4,16,month-to-month,basic,yes,72.83
False,1,0,32,month-to-month,plus,yes,46.52
False,0,1,6,two-year,basic,yes,77.53
False,1,0,14,month-to-month,basic,yes,78.18
False,0,0,58,one-year,premium,yes,64.61
False,0,2,15,one-year,basic,yes,59.24
False,1,4,35,one-year,basic,yes,81.64
False,1,2,24,month-to-month,basic,yes,69.44
False,0,2,12,month-to-month,premium,yes,36.77
False,1,0,8,two-year,plus,yes,65.36
False,0,1,33,month-to-month,premium,no,53.79
False,1,1,3,month-to-month,basic,yes,52.86
False,0,5,3,one-year,premium,yes,76.79
False,0,2,57,month-to-month,basic,yes,93.84
False,0,1,27,one-year,basic,no,44.86
False,0,2,67,month-to-month,basic,yes,69.93
False,0,2,22,month-to-month,plus,no,73.39
False,1,1,27,month-to-month,plus,yes,47.53
False,0,3,22,month-to-month,plus,yes,46.49
False,0,2,21,month-to-month,basic,no,51.97
False,1,1,72,two-year,plus,no,90.19
False,0,0,54,one-year,basic,yes,45.37
False,1,1,72,month-to-month,premium,yes,40.7
False,0,2,29,one-year,basic,yes,64.89
False,3,2,10,month-to-month,plus,yes,46.02
False,1,0,9,one-year,basic,no,66.74
False,0,0,32,one-year,basic,yes,84.93
False,2,2,27,month-to-month,premium,no,40.16
False,0,1,20,two-year,basic,no,42.16
False,0,3,29,two-year,plus,yes,56.36
False,1,2,17,month-to-month,plus,yes,45.32
False,0,2,15,one-year,plus,yes,69.86
False,1,3,9,month-to-month,basic,yes,53.55
False,1,1,68,month-to-month,premium,no,61.61
False,1,1,24,month-to-month,basic,yes,64.18
False,1,2,22,one-year,basic,yes,69.4
False,2,3,25,one-year,basic,yes,41.06
False,0,3,18,month-to-month,basic,no,64.84
False,1,1,40,month-to-month,basic,yes,52.57
True,1,0,24,month-to-month,plus,yes,55.81
False,1,1,58,two-year,premium,yes,36.38
False,0,2,13,two-year,basic,yes,41.99
False,0,2,27,month-to-month,basic,no,72.8
False,1,1,37,month-to-month,basic,no,25.06
False,0,1,13,one-year,basic,yes,38.12
False,0,0,20,one-year,basic,no,43.25
